id;name;city_id;unit_class_kind;unit_type_produce_id;size;technology_level;employee_count;employee_salary;employee_level;equipment_count;equipment_quality;equipment_wear;district_id;fertility;quality;extract_cost;on_holiday;artefact_energy;artefact_wear;artefact_feeder
7273586;Washing machines production;0;workshop;0;100;39;10000;470.23;18.75;20000;52.3;0.00;0;0;0;0;0;1;1;0;
7274543;Heat exchange equipment plant;0;workshop;0;100;39;5000;315.62;18.75;10000;48.12;0.00;0;0;0;0;0;1;1;0;
7274579;Gardening tools plant;0;workshop;0;100;39;5000;454.17;18.75;5000;46.91;0.00;0;0;0;0;0;1;1;0;
7274591;Microprocessors factory;0;workshop;0;100;39;10000;3730.59;18.75;20000;50.09;0.00;0;0;0;0;0;1;1;0;
7276111;Elite interiors Factory;0;workshop;0;100;39;10000;1680.17;18.75;10000;54.92;0.00;0;0;0;0;0;1;1;0;
7276374;Fish processing plant;0;workshop;0;100;39;10000;1447.81;18.75;10000;55.1;0.00;0;0;0;0;0;1;1;0;
7277394;0;0;villa;0;1;0;0;1000.00;1e-06;1;107.11;0.00;0;0;0;0;0;0;0;0;
7277628;Household goods plant;0;workshop;0;100;39;10000;288.29;18.75;20000;48.94;0.00;0;0;0;0;0;1;1;0;
7279203;Vegetable processing plant;0;workshop;0;100;38;5000;403.40;18.36;5000;48.97;0.00;0;0;0;0;0;1;1;0;
7279204;Meat processing plant;0;workshop;0;100;39;10000;465.86;18.75;10000;52.5;0.00;0;0;0;0;0;1;1;0;
7279706;Distillery plant ;0;workshop;0;100;39;5000;1968.71;18.75;5000;52.77;0.00;0;0;0;0;0;1;1;0;
7279707;Chocolate factory ;0;workshop;0;100;39;5000;1923.07;18.75;5000;53.55;0.00;0;0;0;0;0;1;1;0;
7280625;0;0;villa;0;1;0;0;359.77;1e-06;1;112.94;0.00;0;0;0;0;0;0;0;0;
7280638;0;0;villa;0;1;0;0;140.10;1e-06;1;107.11;0.00;0;0;0;0;0;0;0;0;
7280754;Furniture factory;0;workshop;0;100;39;10000;193.62;18.75;10000;48.92;0.00;0;0;0;0;0;1;1;0;
7282237;Auto repair shop;0;repair;0;100;0;500;34390.08;25;500;50.5840381963878;0.10;2009;0;0;0;0;0;0;0;
7282419;Agricultural farm ;0;farm;0;6;40;600;667.19;19.13;120;59.57;0.06;0;0;0;0;0;0;0;0;
7283711;Diamond quarry ;0;mine;0;10;38;500;4424.11;18.36;2000;45.8;0.00;0;0;0;0;0;0;0;0;
7287142;Land for sale;0;farm;0;5;40;500;4018.37;19.13;100;58.41;0.94;0;0;0;0;0;0;0;0;
7288255;Car alarm factory;0;workshop;0;100;38;10000;309.60;18.36;20000;47.69;0.00;0;0;0;0;0;1;1;0;
7288999;Plantaciya;0;orchard;0;5;40;500;1249.45;19.13;100;59.25;0.24;0;0;0;0;0;0;0;0;
7289028;Gas station;0;fuel;0;100;0;500;4524.38;20;100;70.3994119017445;0.97;0;0;0;0;0;0;0;0;
7291688;Underwear factory;0;workshop;0;100;39;10000;559.16;18.75;20000;48.79;0.00;0;0;0;0;0;1;1;0;
7291689;Battery plant;0;workshop;0;400;38;40000;297.21;18.36;80000;50.96;0.00;0;0;0;0;0;1;1;0;
7291690;Socks and stockings factory;0;workshop;0;100;38;10000;528.66;18.36;10000;47.9;0.00;0;0;0;0;0;1;1;0;
7291707;Medical ingredients Plant;0;workshop;0;100;39;10000;515.03;18.75;20000;48.6;0.00;0;0;0;0;0;1;1;0;
7291708;Clothing factory ;0;workshop;0;100;38;10000;508.75;18.36;10000;47.82;0.00;0;0;0;0;0;1;1;0;
7292684;0;0;villa;0;1;0;0;261.24;1e-06;1;107.11;0.00;0;0;0;0;0;0;0;0;
7294440;Medical center;0;medicine;0;100;0;2500;19229.56;16.25;2500;65.4801944652274;0.01;2008;0;0;0;0;0;0;0;
7294455;Household goods plant;0;workshop;0;100;39;10000;259.22;18.75;20000;47.14;0.00;0;0;0;0;0;1;1;0;
7294465;Bed-clothes factory;0;workshop;0;100;38;10000;528.79;18.36;20000;47.89;0.00;0;0;0;0;0;1;1;0;
7295258;Diamond quarry ;0;mine;0;10;38;1000;4424.11;18.36;4000;45.79;0.00;0;0;0;0;0;0;0;0;
7295262;Gold mine;0;mine;0;10;39;5000;1787.58;18.75;10000;48.45;0.00;0;0;0;0;0;0;0;0;
7296142;Bicycle production;0;workshop;0;100;39;5000;306.59;18.75;10000;48.43;0.00;0;0;0;0;0;1;1;0;
7297208;Chemical factory;0;workshop;0;100;39;20000;3364.18;18.75;80000;49.26;0.00;0;0;0;0;0;1;1;0;
7297254;Climate equipment Plant;0;workshop;0;100;39;10000;315.10;18.75;20000;48.79;0.00;0;0;0;0;0;1;1;0;
7297255;Baby furniture Factory;0;workshop;0;100;38;5000;479.82;18.36;10000;47.41;0.00;0;0;0;0;0;1;1;0;
7297256;Mirrors plant;0;workshop;0;100;38;5000;447.15;18.36;10000;48.4;0.00;0;0;0;0;0;1;1;0;
7297257;Offset Printing;0;workshop;0;100;39;5000;1115.92;18.75;5000;48.99;0.00;0;0;0;0;0;1;1;0;
7297573;0;0;villa;0;1;0;0;235.00;1e-06;1;112.94;0.00;0;0;0;0;0;0;0;0;
7298833;Leather shoes factory;0;workshop;0;100;39;10000;1917.69;18.75;10000;48.71;0.00;0;0;0;0;0;1;1;0;
7298949;Zemledelcheskaya ferma;0;farm;0;5;40;500;2918.43;19.13;100;58.43;0.94;0;0;0;0;0;0;0;0;
7300010;Polymetallic ore mine;0;mine;0;10;40;5000;10000.00;14.2;10000;45.89;0.00;0;0;0;0;0;0;0;0;
7300018;Gold mine;0;mine;0;6;39;3000;3731.51;18.75;6000;45.46;0.00;0;0;0;0;0;0;0;0;
7304339;Medical center;0;medicine;0;100;0;2500;13510.51;16.31;2500;65.8241436536007;0.03;2008;0;0;0;0;0;0;0;
7305493;Baby clothing Factory;0;workshop;0;100;39;10000;547.84;18.75;10000;48.94;0.00;0;0;0;0;0;1;1;0;
7305861;0;0;villa;0;1;0;0;429.02;1e-06;1;112.94;0.00;0;0;0;0;0;0;0;0;
7306096;Warehouse;0;warehouse;0;1000;0;0;346.85;1e-06;0;0;0.00;0;0;0;0;0;0;0;0;
7306363;Baby carriages Factory;0;workshop;0;100;39;10000;671.75;18.75;10000;48.57;0.00;0;0;0;0;0;1;1;0;
7306365;Light bulb plant;0;workshop;0;100;38;10000;293.34;18.36;20000;48.58;0.00;0;0;0;0;0;1;1;0;
7307086;Sawmill;0;sawmill;0;10;39;100;462.52;18.75;250;52.75;0.20;0;0;0;0;0;0;0;0;
7307108;Household Appliances Plant;0;workshop;0;100;39;10000;316.05;18.75;20000;47.06;0.00;0;0;0;0;0;1;1;0;
7309967;Biofactory;0;workshop;0;100;39;10000;530.80;18.75;20000;49.25;0.00;0;0;0;0;0;1;1;0;
7310352;Confectionary;0;workshop;0;100;38;5000;197.39;18.36;5000;48.96;0.00;0;0;0;0;0;1;1;0;
7312726;Iron ore mine;0;mine;0;10;40;5000;2051.38;19.13;10000;48.32;0.00;0;0;0;0;0;0;0;0;
7312789;Smartphone factory;0;workshop;0;100;39;10000;310.17;18.75;20000;49.01;0.00;0;0;0;0;0;1;1;0;
7312790;Deep-freezing foods plant;0;workshop;0;100;38;5000;197.39;18.36;5000;48.84;0.00;0;0;0;0;0;1;1;0;
7313029;Manganese mine;0;mine;0;10;39;5000;7352.37;18.75;10000;36.77;0.00;0;0;0;0;0;0;0;0;
7313031;Silica quarry;0;mine;0;20;39;5000;8025.48;18.75;10000;64.73;0.01;0;0;0;0;0;0;0;0;
7313179;Salt mine;0;mine;0;10;39;5000;723.18;18.75;10000;49.66;0.00;0;0;0;0;0;0;0;0;
7313180;0;0;villa;0;1;0;0;155.61;1e-06;1;112.94;0.00;0;0;0;0;0;0;0;0;
7313189;Lesopilka;0;sawmill;0;5;39;50;2348.34;18.75;125;50.5;0.72;0;0;0;0;0;0;0;0;
7315132;Auto repair shop;0;repair;0;100;0;500;49632.69;25;500;50.5952486458921;0.10;2008;0;0;0;0;0;0;0;
7315355;Hygiene Factory;0;workshop;0;100;38;10000;550.36;18.36;20000;48.93;0.00;0;0;0;0;0;1;1;0;
7317846;Game consoles factory;0;workshop;0;100;38;10000;318.24;18.36;20000;52.34;0.00;0;0;0;0;0;1;1;0;
7318826;0;0;villa;0;2;0;0;511.25;1e-06;2;107.11;0.00;0;0;0;0;0;0;0;0;
7319332;Restaurant;0;restaurant;0;100;0;1000;13868.54;26.3;1000;72.9801271119817;0.06;2009;0;0;0;0;0;0;0;
7319333;Restaurant;0;restaurant;0;100;0;1000;13925.76;26.3;1000;72.9801271119817;0.06;2009;0;0;0;0;0;0;0;
7319491;Whiskey distillery;0;workshop;0;100;39;5000;2200.65;18.75;5000;48.84;0.00;0;0;0;0;0;1;1;0;
7320270;Agricultural farm ;0;farm;0;20;40;2000;333.15;19.13;400;57.9;0.06;0;0;0;0;0;0;0;0;
7322300;Mayonnaise factory;0;workshop;0;100;38;5000;197.39;18.36;5000;48.05;0.00;0;0;0;0;0;1;1;0;
7322514;Car parts factory;0;workshop;0;100;39;10000;415.88;18.75;20000;49.21;0.00;0;0;0;0;0;1;1;0;
7322517;Medical center;0;medicine;0;100;0;2500;3389.27;16.41;2500;66.4254005825864;0.01;2008;0;0;0;0;0;0;0;
7323900;Digital photo and video equipment factory;0;workshop;0;100;39;10000;317.61;18.75;20000;48.86;0.00;0;0;0;0;0;1;1;0;
7326922;Butter/Oil factory;0;workshop;0;100;39;5000;493.22;18.75;5000;52.98;0.00;0;0;0;0;0;1;1;0;
7330328;Kindergarten;0;educational;0;150;0;750;16277.28;21;750;64.6923390182545;0.05;2008;0;0;0;0;0;0;0;
7330342;Auto repair shop;0;repair;0;100;0;500;17886.72;25;500;50.2057256324745;0.10;2008;0;0;0;0;0;0;0;
7330389;Educational toys Factory;0;workshop;0;100;38;5000;303.02;18.36;5000;48.54;0.00;0;0;0;0;0;1;1;0;
7330390;Portable electronics Factory;0;workshop;0;100;38;5000;312.93;18.36;5000;48.35;0.00;0;0;0;0;0;1;1;0;
7330486;Auto repair shop;0;repair;0;100;0;500;35694.46;25;500;50.8101954013269;0.11;2008;0;0;0;0;0;0;0;
7332171;Oil well;0;mine;0;10;39;5000;1766.81;18.75;25000;47.06;0.00;0;0;0;0;0;0;0;0;
7332370;Light technics plant;0;workshop;0;100;39;10000;313.16;18.75;20000;48.55;0.00;0;0;0;0;0;1;1;0;
7332423;Mobile network operator;0;it;0;500;0;5000;7690.99;16.51;500;67.0842077671001;0.17;2008;0;0;0;0;0;0;0;
7332424;Radio towers;0;network;0;1;0;0;0;0;1;73.4464143052867;3.30;0;0;0;0;0;0;0;0;
7334409;Car assembly plant;0;workshop;0;100;39;50000;315.77;18.75;200000;49.85;0.00;0;0;0;0;0;1;1;0;
7335208;TV plant;0;workshop;0;100;38;10000;292.87;18.36;20000;49.18;0.00;0;0;0;0;0;1;1;0;
7336958;Vacuum cleaner production plant;0;workshop;0;100;38;10000;290.75;18.36;20000;48.93;0.00;0;0;0;0;0;1;1;0;
7338942;Restaurant;0;restaurant;0;100;0;1000;3729.31;26.3;1000;72.9801271119816;0.08;2009;0;0;0;0;0;0;0;
7338950;Restaurant;0;restaurant;0;100;0;1000;4377.95;26.3;1000;72.9801271119816;0.08;2009;0;0;0;0;0;0;0;
7339097;Auto repair shop;0;repair;0;100;0;500;49632.69;25;500;50.6182018079766;0.10;2009;0;0;0;0;0;0;0;
7339209;0;0;villa;0;1;0;0;551.00;1e-06;1;107.11;0.00;0;0;0;0;0;0;0;0;
7339511;Car accessories factory;0;workshop;0;100;40;10000;1044.38;19.13;20000;50.35;0.00;0;0;0;0;0;1;1;0;
7342089;Power tools Plant;0;workshop;0;100;38;10000;299.75;18.36;20000;48.26;0.00;0;0;0;0;0;1;1;0;
7342154;0;0;villa;0;1;0;0;2376.90;1e-06;1;107.11;0.00;0;0;0;0;0;0;0;0;
7344276;Mobile network operator;0;it;0;500;0;5000;4179.76;16.58;500;67.5056011059739;0.05;2008;0;0;0;0;0;0;0;
7344277;Radio towers;0;network;0;1;0;0;0;0;1;75.5633406862888;7.65;0;0;0;0;0;0;0;0;
7348758;Medical center;0;medicine;0;100;0;2500;8571.90;16.29;2500;65.7066557006283;0.01;2008;0;0;0;0;0;0;0;
7348766;Kindergarten;0;educational;0;150;0;750;43147.89;21;750;64.6517867575084;0.01;2009;0;0;0;0;0;0;0;
7348777;Kindergarten;0;educational;0;150;0;750;5080.34;21;750;65.7621056856021;0.09;2009;0;0;0;0;0;0;0;
7348808;Restaurant;0;restaurant;0;100;0;1000;6905.01;26.3;1000;72.9801271119816;0.08;2009;0;0;0;0;0;0;0;
7350192;Medical antiseptics factory;0;workshop;0;100;39;10000;536.76;18.75;10000;48.6;0.00;0;0;0;0;0;1;1;0;
7350206;Cosmetics factory;0;workshop;0;100;39;10000;515.03;18.75;20000;48.58;0.00;0;0;0;0;0;1;1;0;
7350320;0;0;villa;0;2;0;0;1435.00;1e-06;2;112.94;0.00;0;0;0;0;0;0;0;0;
7350502;Pharmaceutical Plant;0;workshop;0;100;39;10000;515.16;18.75;20000;49.2;0.00;0;0;0;0;0;1;1;0;
7350503;Medical ingredients Plant;0;workshop;0;100;39;10000;533.53;18.75;20000;48.6;0.00;0;0;0;0;0;1;1;0;
7350743;Restaurant;0;restaurant;0;100;0;1000;4272.05;26.3;1000;72.9801271119816;0.06;2009;0;0;0;0;0;0;0;
7356077;Store;0;shop;0;1000;0;3000;7720.68226290654;9.04;0;0;0.00;2010;0;0;0;0;0;0;0;
7357115;0;0;villa;0;2;0;0;619.50;1e-06;2;107.11;0.00;0;0;0;0;0;0;0;0;
7357203;Rybolovnaya baza;0;fishingbase;0;68;39;3400;4457.83;18.75;340;53.46;0.02;0;0;0;0;0;0;0;0;
7357500;Auto repair shop;0;repair;0;100;0;500;70227.23;25;500;50.9153462664392;0.10;2009;0;0;0;0;0;0;0;
7358328;GPS-navigators production ;0;workshop;0;100;33;10000;211.64;16.4;20000;52.13;0.00;0;0;0;0;0;1;1;0;
7358716;Restaurant;0;restaurant;0;100;0;1000;13377.77;26.3;1000;72.9801271119816;0.06;2008;0;0;0;0;0;0;0;
7358724;Restaurant;0;restaurant;0;100;0;1000;20133.73;26.3;1000;72.9801271119816;0.06;2009;0;0;0;0;0;0;0;
7358725;Restaurant;0;restaurant;0;100;0;1000;15502.98;26.3;1000;72.9801271119816;0.06;2008;0;0;0;0;0;0;0;
7358733;Restaurant;0;restaurant;0;100;0;1000;6092.55;26.3;1000;72.9801271119816;0.06;2009;0;0;0;0;0;0;0;
7358734;Restaurant;0;restaurant;0;100;0;1000;8558.24;26.3;1000;72.9801271119816;0.06;2009;0;0;0;0;0;0;0;
7358804;Restaurant;0;restaurant;0;100;0;1000;3991.66;26.3;1000;72.9801271119816;0.06;2009;0;0;0;0;0;0;0;
7358860;0;0;villa;0;2;0;0;262.00;1e-06;2;112.94;0.00;0;0;0;0;0;0;0;0;
7360880;Auto repair shop;0;repair;0;100;0;500;14832.79;25;500;50.8652737652983;0.10;2009;0;0;0;0;0;0;0;
7370127;Auto repair shop;0;repair;0;100;0;500;58424.02;25;500;50.2738110138318;0.10;2009;0;0;0;0;0;0;0;
7370170;Kindergarten;0;educational;0;150;0;750;31007.22;21;750;65.0325201105162;0.08;2009;0;0;0;0;0;0;0;
7372292;Gas station;0;fuel;0;100;0;500;13846.42;20;100;70.3994119017445;0.97;0;0;0;0;0;0;0;0;
7372298;Gas station;0;fuel;0;100;0;500;5404.65;20;100;70.3758310143637;0.22;0;0;0;0;0;0;0;0;
7377600;Warehouse;0;warehouse;0;15000;0;0;346.85;1e-06;0;0;0.00;0;0;0;0;0;0;0;0;
7380121;Audio equipment production;0;workshop;0;100;39;10000;330.94;18.75;20000;48.93;0.00;0;0;0;0;0;1;1;0;
7380132;Baby food Factory;0;workshop;0;100;39;5000;199.47;18.75;5000;48.13;0.01;0;0;0;0;0;1;1;0;
7380134;Sports tools production;0;workshop;0;100;38;10000;540.06;18.36;20000;48.9;0.00;0;0;0;0;0;1;1;0;
7380135;Medical electronics plant;0;workshop;0;100;39;10000;331.85;18.75;10000;48.58;0.00;0;0;0;0;0;1;1;0;
7384159;Gas station;0;fuel;0;100;0;500;11801.78;20;100;70.4048317959089;0.62;0;0;0;0;0;0;0;0;
7384618;Oil well;0;mine;0;10;39;1000;4774.55;18.75;5000;42.84;0.00;0;0;0;0;0;0;0;0;
7385178;Store;0;shop;0;1000;0;2000;6748.82502316904;8.33;0;0;0.00;2010;0;0;0;0;0;0;0;
7385213;Mobile network operator;0;it;0;500;0;5000;6041.20;16.5;500;67.0172908809321;0.05;2008;0;0;0;0;0;0;0;
7386582;Radio towers;0;network;0;1;0;0;0;0;1;73.4464143052867;3.30;0;0;0;0;0;0;0;0;
7388748;0;0;villa;0;1;0;0;900.00;1e-06;1;107.11;0.00;0;0;0;0;0;0;0;0;
7390061;Auto repair shop;0;repair;0;100;0;500;27933.81;25;500;50.606154102506;0.10;2008;0;0;0;0;0;0;0;
7390628;0;0;villa;0;1;0;0;373.00;1e-06;1;107.11;0.00;0;0;0;0;0;0;0;0;
7392067;0;0;villa;0;1;0;0;68.10;1e-06;1;112.94;0.00;0;0;0;0;0;0;0;0;
7395415;Store;0;shop;0;1000;0;3000;5418.12399505668;8.19;0;0;0.00;2010;0;0;0;0;0;0;0;
7396095;Auto repair shop;0;repair;0;100;0;500;57431.47;25;500;50.7197018599983;0.10;2009;0;0;0;0;0;0;0;
7396099;Auto repair shop;0;repair;0;100;0;500;50913.58;25;500;50.7562005224998;0.10;2009;0;0;0;0;0;0;0;
7396583;Oil well;0;mine;0;5;39;2500;7356.64;18.75;12500;25.76;0.00;0;0;0;0;0;0;0;0;
7398541;Nursery items Factory;0;workshop;0;100;39;10000;547.84;18.75;10000;48.93;0.00;0;0;0;0;0;1;1;0;
7405162;Restaurant;0;restaurant;0;100;0;1000;17380.27;26.3;1000;72.9801271119816;0.08;2009;0;0;0;0;0;0;0;
7411875;Store ;0;shop;0;1000;0;2500;5976.32446206472;8.44;0;0;0.00;2010;0;0;0;0;0;0;0;
7413240;Car assembly plant;0;workshop;0;100;39;50000;5000.00;17.16;200000;52.76;0.00;0;0;0;0;0;1;1;0;
7416201;Electric vehicles assembly plant;0;workshop;0;100;38;37500;330.75;18.36;150000;50.05;0.00;0;0;0;0;0;1;1;0;
7416202;Motorcycle Plant;0;workshop;0;100;39;50000;309.80;18.75;100000;48.51;0.00;0;0;0;0;0;1;1;0;
7416349;Polymer plant;0;workshop;0;100;39;10000;290.84;18.75;20000;48.82;0.00;0;0;0;0;0;1;1;0;
7419535;0;0;villa;0;2;0;0;336.10;1e-06;2;112.94;0.00;0;0;0;0;0;0;0;0;
7421994;Vitamins factory;0;workshop;0;100;39;10000;304.13;18.75;10000;48.15;0.00;0;0;0;0;0;1;1;0;
7424155;Jet Ski factory;0;workshop;0;100;38;50000;297.33;18.36;100000;47.62;0.00;0;0;0;0;0;1;1;0;
7425438;Restaurant;0;restaurant;0;100;0;1000;5208.22;26.3;1000;72.9801271119816;0.04;2009;0;0;0;0;0;0;0;
7426896;Plantaciya;0;orchard;0;61;40;6100;1384.92;19.13;1220;58.32;0.04;0;0;0;0;0;0;0;0;
7427833;Warehouse;0;warehouse;0;500;0;0;346.85;1e-06;0;0;0.00;0;0;0;0;0;0;0;0;
7429241;Warehouse;0;warehouse;0;500;0;0;245.12;1e-06;0;0;0.00;0;0;0;0;0;0;0;0;
7429246;Gas station;0;fuel;0;100;0;500;9821.21;20;100;70.3980700465275;0.97;0;0;0;0;0;0;0;0;
7429435;0;0;villa;0;1;0;0;626.11;1e-06;1;107.11;0.00;0;0;0;0;0;0;0;0;
7432870;Gyroscooter plant;0;workshop;0;100;38;10000;810.90;18.36;20000;48.59;0.00;0;0;0;0;0;1;1;0;
7433585;Polymetallic ore mine;0;mine;0;12;40;6000;2372.16;19.13;12000;47.96;0.00;0;0;0;0;0;0;0;0;
7433658;Medical center;0;medicine;0;100;0;2500;15210.90;16.48;2500;66.8798547739258;0.01;2008;0;0;0;0;0;0;0;
7433667;Medical center;0;medicine;0;200;0;5000;29949.90;16.49;5000;66.9050596414498;0.01;2008;0;0;0;0;0;0;0;
7433846;Polymetallic ore mine;0;mine;0;10;40;5000;2372.16;19.13;10000;72.29;0.00;0;0;0;0;0;0;0;0;
7435729;Restaurant;0;restaurant;0;100;0;1000;22853.51;26.3;1000;72.9801271119816;0.08;2009;0;0;0;0;0;0;0;
7440059;Apiary;0;animalfarm;0;5000;40;2000;368.29;28.79;25000;154.47;0.00;0;0;0;0;0;0;0;0;
7443778;Gas station;0;fuel;0;100;0;500;6763.44;20;100;70.3980700465275;0.97;0;0;0;0;0;0;0;0;
7447069;0;0;villa;0;1;0;0;542.10;1e-06;1;112.94;0.00;0;0;0;0;0;0;0;0;
7452984;Gas station;0;fuel;0;100;0;500;13732.65;20;100;70.3980700465275;0.97;0;0;0;0;0;0;0;0;
7453005;Gas station;0;fuel;0;100;0;500;1743.58;20;100;70.3980700465275;0.75;0;0;0;0;0;0;0;0;
7460705;Fishing base;0;fishingbase;0;10;39;500;1021.89;18.75;50;55.33;1.34;0;0;0;0;0;0;0;0;
7462387;Gas station;0;fuel;0;100;0;500;1612.82;20;100;70.3980700465275;0.97;0;0;0;0;0;0;0;0;
7464974;Oil well;0;mine;0;10;39;5000;4774.55;18.75;25000;66.7;0.00;0;0;0;0;0;0;0;0;
7465412;Cosmetic components factory;0;workshop;0;400;39;40000;554.68;18.75;80000;47.7;0.00;0;0;0;0;0;1;1;0;
7468038;Factory for the production of constructor;0;workshop;0;100;39;10000;319.54;18.75;10000;48.67;0.00;0;0;0;0;0;1;1;0;
7468223;Titanium smelter;0;workshop;0;100;39;5000;451.35;18.75;20000;47.02;0.00;0;0;0;0;0;1;1;0;
7479285;0;0;villa;0;3;0;0;40.48;1e-06;3;112.94;0.00;0;0;0;0;0;0;0;0;
7482853;Restaurant;0;restaurant;0;100;0;1000;4724.00;26.3;1000;72.9801271119817;0.06;2009;0;0;0;0;0;0;0;
7484520;Kindergarten;0;educational;0;150;0;750;21172.31;21;750;65.0784305562107;0.06;2009;0;0;0;0;0;0;0;
7484521;Kindergarten;0;educational;0;150;0;750;25874.82;21;750;65.0314330353776;0.09;2008;0;0;0;0;0;0;0;
7487955;Restaurant;0;restaurant;0;100;0;1000;11060.55;26.3;1000;72.9801271119816;0.06;2009;0;0;0;0;0;0;0;
7487956;Restaurant;0;restaurant;0;100;0;1000;10134.81;26.3;1000;72.9801271119816;0.06;2009;0;0;0;0;0;0;0;
7487957;Restaurant;0;restaurant;0;100;0;1000;12681.82;26.3;1000;72.9801271119816;0.06;2009;0;0;0;0;0;0;0;
7489167;Bauxite quarry ;0;mine;0;10;39;5000;365.19;18.75;10000;44.12;0.00;0;0;0;0;0;0;0;0;
7495196;Household goods plant;0;workshop;0;100;39;10000;290.67;18.75;20000;47.32;0.00;0;0;0;0;0;1;1;0;
7496521;Chromium mine;0;mine;0;10;39;5000;964.66;18.75;10000;46.98;0.00;0;0;0;0;0;0;0;0;
7496772;Medical center;0;medicine;0;100;0;2500;5991.24;16.52;2500;67.1039667883844;0.02;2008;0;0;0;0;0;0;0;
7496773;Medical center;0;medicine;0;100;0;2500;6534.19;16.4;2500;66.3756909707701;0.02;2008;0;0;0;0;0;0;0;
7496775;Medical center;0;medicine;0;100;0;2500;18858.92;16.35;2500;66.0733277569166;0.03;2008;0;0;0;0;0;0;0;
7496776;Medical center;0;medicine;0;100;0;2500;17838.57;16.48;2500;66.8921414080826;0.03;2008;0;0;0;0;0;0;0;
7510700;Sawmill;0;sawmill;0;2;39;20;166.53;18.75;50;53.3;0.49;0;0;0;0;0;0;0;0;
7510714;Pig farm;0;animalfarm;0;100;39;2000;296.94;21.61;20000;100.42;0.00;0;0;0;0;0;0;0;0;
7517702;Manganese mine;0;mine;0;10;39;5000;6550.00;18.75;10000;33.74;0.00;0;0;0;0;0;0;0;0;
7523188;Car chemicals plant;0;workshop;0;1000;39;100000;3731.51;18.75;100000;57.65;0.00;0;0;0;0;0;1;1;0;
7527251;Agricultural farm ;0;farm;0;100;40;10000;1173.50;19.13;2000;58.84;0.04;0;0;0;0;0;0;0;0;
7528646;Agricultural farm ;0;farm;0;12;40;1200;133.61;19.13;240;57.15;0.26;0;0;0;0;0;0;0;0;
7529764;Medical center;0;medicine;0;100;0;2500;30563.76;16.49;2500;66.9093943030121;0.01;2008;0;0;0;0;0;0;0;
7541060;Mobile network operator;0;it;0;500;0;5000;1486.37;16.62;500;67.7074665622936;0.00;2008;0;0;0;0;0;0;0;
7541859;Kindergarten;0;educational;0;150;0;750;28331.95;21;750;65.0795679726912;0.06;2009;0;0;0;0;0;0;0;
7552322;Auto repair shop;0;repair;0;100;0;500;17886.72;25;500;50.2740590072284;0.10;2009;0;0;0;0;0;0;0;
7556518;Polymer plant;0;workshop;0;100;39;10000;321.52;18.75;20000;51.98;0.00;0;0;0;0;0;1;1;0;
7559336;0;0;villa;0;1;0;0;259.26;1e-06;1;112.94;0.00;0;0;0;0;0;0;0;0;
7559337;0;0;villa;0;1;0;0;447.62;1e-06;1;112.94;0.00;0;0;0;0;0;0;0;0;
7560779;Mobile network operator;0;it;0;500;0;5000;10616.11;16.61;500;67.6846264733774;0.15;2008;0;0;0;0;0;0;0;
7561279;0;0;villa;0;2;0;0;453.00;1e-06;2;112.94;0.00;0;0;0;0;0;0;0;0;
7565790;Radio towers;0;network;0;1;0;0;0;0;1;75.5635033505862;9.78;0;0;0;0;0;0;0;0;
7566419;0;0;villa;0;2;0;0;1135.00;1e-06;2;112.94;0.00;0;0;0;0;0;0;0;0;
7570339;Salt mine;0;mine;0;12;39;6000;3253.30;18.75;12000;49.78;0.00;0;0;0;0;0;0;0;0;
7570340;Coal mine;0;mine;0;5;38;1000;4015.44;18.36;2000;35.31;0.00;0;0;0;0;0;0;0;0;
7570341;Diamond quarry ;0;mine;0;5;38;2500;2927.62;18.36;10000;50.65;0.00;0;0;0;0;0;0;0;0;
7570342;Oil well;0;mine;0;10;39;1000;1273.69;18.75;5000;29.54;0.00;0;0;0;0;0;0;0;0;
7570343;Chromium mine;0;mine;0;7;39;0;1778.99;1e-06;7000;33.2;0.00;0;0;0;0;0;0;0;0;
7572493;Car parts factory;0;workshop;0;700;39;70000;409.80;18.75;140000;50.59;0.00;0;0;0;0;0;1;1;0;
7572584;Store;0;shop;0;1000;0;5000;10030.3686426413;11.55;0;0;0.00;2010;0;0;0;0;0;0;0;
7572794;Store;0;shop;0;1000;0;5000;7011.64023339713;10.21;0;0;0.00;2010;0;0;0;0;0;0;0;
7572857;Car accessories factory;0;workshop;0;100;40;10000;490.83;19.13;20000;54.11;0.00;0;0;0;0;0;1;1;0;
7576636;Refueling equipment factory;0;workshop;0;100;40;5000;353.39;19.13;20000;47.69;0.00;0;0;0;0;0;1;1;0;
7576637;Public interiors Factory;0;workshop;0;100;39;5000;313.72;18.75;5000;47.49;0.00;0;0;0;0;0;1;1;0;
7576639;Car repair equipment factory;0;workshop;0;100;40;5000;354.84;19.13;5000;47.82;0.01;0;0;0;0;0;1;1;0;
7577473;Restaurant;0;restaurant;0;100;0;1000;19063.53;26.3;1000;72.9801271119816;0.08;2009;0;0;0;0;0;0;0;
7578517;Laboratory equipment factory;0;workshop;0;100;40;10000;2456.74;19.13;20000;47.51;0.00;0;0;0;0;0;1;1;0;
7579935;Manganese mine;0;mine;0;15;39;7500;3194.65;18.75;15000;46.68;0.00;0;0;0;0;0;0;0;0;
7583999;Oil well;0;mine;0;11;39;5000;7356.64;18.75;25000;47.23;0.00;0;0;0;0;0;0;0;0;
